id,type,wait_time,exec_time
1294,1024-4096,954054700.0,21371724.137931034
1320,1024-4096,433722400.0,21371724.137931034
1339,1024-4096,54726600.0,21371724.137931034
1341,512-128,15568900.0,8081.408376963351
1340,4096-256,37115500.0,456702.44215938303
1321,4096-1024,423848200.0,7112075.835475579
1333,4096-1024,184305000.0,7112075.835475579
1337,4096-4096,216892000.0,113043766.06683806
1054,4096-8192,6225690000.0,451714652.95629823
1345,256-128,396809000.0,5276.14598540146
1350,256-256,296034800.0,18064.642335766424
1346,256-512,376870700.0,66999.70802919708
1347,256-512,356870700.0,66999.70802919708
1352,256-512,256089000.0,66999.70802919708
1361,256-512,76101800.0,66999.70802919708
1354,1024-128,217124700.0,22852.41379310345
1349,1024-256,317188700.0,86862.75862068965
1353,1024-256,237188700.0,86862.75862068965
1344,1024-1024,419257500.0,1345724.1379310344
1295,1024-8192,1484220100.0,85355862.06896552
1324,1024-8192,903547600.0,85355862.06896552
1331,1024-8192,764829400.0,85355862.06896552
1359,2048-128,204880000.0,53532.0
1362,2048-512,145649400.0,822960.0
1328,2048-2048,838927000.0,13044000.0
1367,2048-2048,58611900.0,13044000.0
1368,256-512,39678900.0,66999.70802919708
1351,512-512,380874200.0,113754.03141361257
1369,512-512,20792700.0,113754.03141361257
1343,512-1024,541993500.0,446058.6387434555
1360,512-1024,201320300.0,446058.6387434555
1365,512-1024,101238800.0,446058.6387434555
1371,512-512,103800.0,113754.03141361257
1370,512-8192,29177700.0,28052670.157068063
1366,1024-512,110517900.0,340165.5172413793
1358,4096-256,272056200.0,456702.44215938303
1348,4096-2048,499927500.0,28328084.832904886
1356,4096-4096,425100000.0,113043766.06683806
1374,512-1024,66307600.0,446058.6387434555
1372,512-2048,107698600.0,1765774.8691099477
1373,512-4096,92889800.0,7028298.4293193715
1376,1024-2048,39245200.0,5355379.310344827
1378,2048-1024,3516100.0,3271200.0
1355,2048-4096,512575700.0,52092000.0
1357,2048-4096,475846900.0,52092000.0
1379,1024-1024,37926800.0,1345724.1379310344
1381,1024-256,76900.0,86862.75862068965
1380,1024-2048,21936400.0,5355379.310344827
1364,2048-4096,395294300.0,52092000.0
1377,2048-4096,135055800.0,52092000.0
1382,1024-128,36003800.0,22852.41379310345
1383,4096-256,17460600.0,456702.44215938303
1363,4096-4096,530361000.0,113043766.06683806
1105,4096-8192,6038208100.0,451714652.95629823
1384,512-128,449611800.0,8081.408376963351
1386,512-128,409611800.0,8081.408376963351
1389,512-8192,377656400.0,28052670.157068063
1396,256-256,238087500.0,18064.642335766424
1407,256-256,18051700.0,18064.642335766424
1398,256-1024,198328500.0,259054.01459854015
1402,256-8192,134146400.0,16076905.109489052
1405,256-8192,74164500.0,16076905.109489052
1408,256-8192,15977000.0,16076905.109489052
1390,2048-256,377225000.0,208440.0
1397,2048-512,237839500.0,822960.0
1393,2048-1024,320496200.0,3271200.0
1395,2048-1024,281110700.0,3271200.0
1399,2048-1024,203767400.0,3271200.0
1388,2048-2048,434741700.0,13044000.0
1309,2048-8192,2215114900.0,208200000.0
1409,512-256,212957600.0,29671.675392670157
1419,512-2048,14467500.0,1765774.8691099477
1418,512-4096,39730000.0,7028298.4293193715
1411,2048-128,180783600.0,53532.0
1342,2048-8192,1771496800.0,208200000.0
1375,2048-8192,1110482800.0,208200000.0
1420,1024-128,210006400.0,22852.41379310345
1429,1024-512,29429200.0,340165.5172413793
1413,1024-2048,355339000.0,5355379.310344827
1385,1024-4096,932231000.0,21371724.137931034
1403,1024-8192,635945400.0,85355862.06896552
1416,1024-8192,380694900.0,85355862.06896552
1433,256-256,40723700.0,18064.642335766424
1415,256-1024,401954000.0,259054.01459854015
1430,256-8192,116877300.0,16076905.109489052
1432,512-256,77812300.0,29671.675392670157
1428,512-2048,159643100.0,1765774.8691099477
1422,512-8192,305930000.0,28052670.157068063
1424,512-8192,265959700.0,28052670.157068063
1436,256-256,26823700.0,18064.642335766424
1421,2048-128,328031400.0,53532.0
1435,2048-4096,99974400.0,52092000.0
1394,2048-8192,1077391700.0,208200000.0
1441,256-512,136117600.0,66999.70802919708
1442,256-2048,117069400.0,1018715.3284671532
1437,4096-128,219214600.0,118402.44215938303
1438,4096-128,199126300.0,118402.44215938303
1391,4096-256,1140985800.0,456702.44215938303
1414,4096-256,680720100.0,456702.44215938303
1446,4096-256,39101500.0,456702.44215938303
1447,4096-256,19101500.0,456702.44215938303
1392,4096-512,1123237000.0,1794325.1928020567
1412,4096-512,722971300.0,1794325.1928020567
1431,4096-512,343815700.0,1794325.1928020567
1401,4096-1024,950349100.0,7112075.835475579
1404,4096-1024,892143500.0,7112075.835475579
1434,1024-512,292228700.0,340165.5172413793
1444,1024-1024,92148200.0,1345724.1379310344
1440,1024-4096,192174200.0,21371724.137931034
1449,256-512,13182000.0,66999.70802919708
1439,2048-1024,218450800.0,3271200.0
1443,2048-1024,137512400.0,3271200.0
1448,2048-4096,89603800.0,52092000.0
1400,2048-8192,1208053500.0,208200000.0
1453,256-256,146015100.0,18064.642335766424
1457,256-256,66015100.0,18064.642335766424
1455,256-512,106064000.0,66999.70802919708
1456,256-4096,90033000.0,4035970.802919708
1458,512-256,51062700.0,29671.675392670157
1451,512-512,191738700.0,113754.03141361257
1454,2048-128,132200400.0,53532.0
1452,2048-512,173561700.0,822960.0
1425,2048-8192,922296600.0,208200000.0
1467,256-512,81386600.0,66999.70802919708
1462,256-1024,181578700.0,259054.01459854015
1469,256-1024,41578700.0,259054.01459854015
1468,256-4096,65355600.0,4035970.802919708
1464,4096-128,146474100.0,118402.44215938303
1459,4096-512,248230800.0,1794325.1928020567
1465,4096-512,128268500.0,1794325.1928020567
1471,4096-512,9944400.0,1794325.1928020567
1406,4096-1024,1318517900.0,7112075.835475579
1417,4096-1024,1099928100.0,7112075.835475579
1463,1024-1024,179402300.0,1345724.1379310344
1460,1024-8192,323493200.0,85355862.06896552
1470,1024-8192,123412400.0,85355862.06896552
1473,256-128,64404400.0,5276.14598540146
1476,512-512,5518200.0,113754.03141361257
1466,512-4096,212446000.0,7028298.4293193715
1461,4096-1024,320558100.0,7112075.835475579
1410,4096-2048,1364645700.0,28328084.832904886
1423,4096-2048,1110863200.0,28328084.832904886
1477,1024-128,29895000.0,22852.41379310345
1478,1024-256,9954000.0,86862.75862068965
1450,4096-2048,599973900.0,28328084.832904886
1472,4096-2048,159287900.0,28328084.832904886
1479,2048-2048,33261000.0,13044000.0
1475,2048-4096,152379900.0,52092000.0
1481,512-128,33245100.0,8081.408376963351
1482,1024-2048,19600500.0,5355379.310344827
1480,4096-2048,89000500.0,28328084.832904886
1387,4096-4096,2037524800.0,113043766.06683806
1486,512-256,54634400.0,29671.675392670157
1487,1024-256,35721300.0,86862.75862068965
1485,1024-2048,80989800.0,5355379.310344827
1488,1024-2048,20989800.0,5355379.310344827
1483,2048-512,122851800.0,822960.0
1484,4096-512,105645200.0,1794325.1928020567
1427,4096-4096,1359029400.0,113043766.06683806
1445,4096-4096,999643000.0,113043766.06683806
1493,512-128,39640900.0,8081.408376963351
1489,512-4096,126679000.0,7028298.4293193715
1492,2048-256,67869600.0,208440.0
1491,2048-512,88484100.0,822960.0
1490,2048-8192,316069600.0,208200000.0
1500,256-128,116479800.0,5276.14598540146
1505,256-512,16541500.0,66999.70802919708
1501,256-1024,96733600.0,259054.01459854015
1494,256-4096,241105600.0,4035970.802919708
1499,256-8192,152556800.0,16076905.109489052
1503,2048-128,73610400.0,53532.0
1506,2048-1024,16827400.0,3271200.0
1504,512-2048,59593800.0,1765774.8691099477
1498,4096-1024,187705900.0,7112075.835475579
1496,4096-2048,248921900.0,28328084.832904886
1507,2048-256,30129500.0,208440.0
1495,1024-4096,293095400.0,21371724.137931034
1509,1024-128,12483600.0,22852.41379310345
1512,1024-256,0.0,86862.75862068965
1502,1024-8192,216486300.0,85355862.06896552
1508,1024-8192,96479400.0,85355862.06896552
1511,512-1024,37796300.0,446058.6387434555
1510,512-4096,64378500.0,7028298.4293193715
1513,1024-2048,10726600.0,5355379.310344827
1497,4096-2048,360198100.0,28328084.832904886
1111,4096-8192,8517473100.0,451714652.95629823
1523,256-256,264293700.0,18064.642335766424
1529,256-256,144293700.0,18064.642335766424
1530,256-1024,124534700.0,259054.01459854015
1526,256-4096,208311600.0,4035970.802919708
1532,1024-128,89334500.0,22852.41379310345
1514,1024-1024,450785400.0,1345724.1379310344
1516,1024-4096,430683400.0,21371724.137931034
1521,1024-4096,330706300.0,21371724.137931034
1528,1024-4096,192029200.0,21371724.137931034
1531,512-256,133058900.0,29671.675392670157
1525,512-4096,260057500.0,7028298.4293193715
1527,512-4096,220057500.0,7028298.4293193715
1517,512-8192,441111600.0,28052670.157068063
1518,512-8192,428110200.0,28052670.157068063
1522,2048-128,349163800.0,53532.0
1538,2048-2048,42085700.0,13044000.0
1542,2048-256,0.0,208440.0
1543,2048-256,0.0,208440.0
1519,2048-8192,617363800.0,208200000.0
1548,512-128,38106700.0,8081.408376963351
1544,512-512,118212400.0,113754.03141361257
1539,512-8192,246348000.0,28052670.157068063
1545,256-512,127218300.0,66999.70802919708
1549,256-512,47218300.0,66999.70802919708
1537,256-1024,287607200.0,259054.01459854015
1546,256-2048,108170100.0,1018715.3284671532
1547,256-8192,103295300.0,16076905.109489052
1550,1024-512,44612100.0,340165.5172413793
1540,1024-1024,245831500.0,1345724.1379310344
1551,1024-1024,25617700.0,1345724.1379310344
1552,1024-1024,5950200.0,1345724.1379310344
1534,1024-4096,387278100.0,21371724.137931034
1524,1024-8192,651262200.0,85355862.06896552
1553,512-256,71994400.0,29671.675392670157
1555,512-512,31986900.0,113754.03141361257
1554,2048-256,53195400.0,208440.0
1533,4096-256,475041300.0,456702.44215938303
1515,4096-512,836506900.0,1794325.1928020567
1556,4096-512,16446600.0,1794325.1928020567
1535,4096-1024,443491000.0,7112075.835475579
1520,4096-2048,765163800.0,28328084.832904886
1557,1024-128,25790000.0,22852.41379310345
1558,2048-128,6838300.0,53532.0
1541,4096-2048,376303200.0,28328084.832904886
1561,4096-128,0.0,118402.44215938303
1113,4096-8192,9374152500.0,451714652.95629823
1176,4096-8192,8165421500.0,451714652.95629823
1564,256-128,392720000.0,5276.14598540146
1580,256-128,72720000.0,5276.14598540146
1570,256-256,272732800.0,18064.642335766424
1571,256-4096,256750700.0,4035970.802919708
1573,256-8192,228797000.0,16076905.109489052
1572,512-128,249805100.0,8081.408376963351
1563,512-256,429826700.0,29671.675392670157
1581,512-512,69824200.0,113754.03141361257
1565,512-4096,396833400.0,7028298.4293193715
1560,512-8192,517879400.0,28052670.157068063
1569,1024-128,338902300.0,22852.41379310345
1582,1024-128,78815700.0,22852.41379310345
1583,1024-512,59133000.0,340165.5172413793
1585,1024-512,19098100.0,340165.5172413793
1559,1024-4096,560502100.0,21371724.137931034
1587,256-512,1187600.0,66999.70802919708
1568,4096-128,382459600.0,118402.44215938303
1575,4096-256,242797900.0,456702.44215938303
1578,4096-256,182916400.0,456702.44215938303
1586,4096-256,23101200.0,456702.44215938303
1577,4096-512,204710800.0,1794325.1928020567
1579,4096-1024,170366800.0,7112075.835475579
1313,4096-8192,5944507900.0,451714652.95629823
1590,256-256,396965800.0,18064.642335766424
1607,256-512,57014700.0,66999.70802919708
1608,256-2048,37966500.0,1018715.3284671532
1610,256-4096,3936000.0,4035970.802919708
1588,256-8192,453024700.0,16076905.109489052
1592,256-8192,373042800.0,16076905.109489052
1597,1024-128,274065700.0,22852.41379310345
1600,1024-1024,215388600.0,1345724.1379310344
1603,1024-1024,155388600.0,1345724.1379310344
1606,1024-1024,95411500.0,1345724.1379310344
1601,1024-2048,200744000.0,5355379.310344827
1594,1024-4096,356760400.0,21371724.137931034
1593,1024-8192,440767400.0,85355862.06896552
1613,512-256,41625700.0,29671.675392670157
1599,512-8192,349820100.0,28052670.157068063
1604,512-8192,249820100.0,28052670.157068063
1605,512-8192,229849800.0,28052670.157068063
1615,2048-128,30732000.0,53532.0
1576,2048-256,811536100.0,208440.0
1616,2048-512,11548300.0,822960.0
1567,2048-1024,994807300.0,3271200.0
1598,2048-1024,374997600.0,3271200.0
1562,2048-2048,1107851300.0,13044000.0
1574,2048-2048,868519400.0,13044000.0
1614,4096-128,68988700.0,118402.44215938303
1596,4096-512,430836000.0,1794325.1928020567
1602,4096-512,310954500.0,1794325.1928020567
1595,4096-1024,457948100.0,7112075.835475579
1327,4096-8192,6270556900.0,451714652.95629823
1426,4096-8192,4293915200.0,451714652.95629823
1638,2048-256,49812200.0,208440.0
1634,2048-512,130426700.0,822960.0
1618,2048-1024,453083400.0,3271200.0
1620,2048-1024,413697900.0,3271200.0
1633,2048-2048,166127400.0,13044000.0
1635,2048-2048,126741900.0,13044000.0
1627,4096-256,288198700.0,456702.44215938303
1629,4096-256,248198700.0,456702.44215938303
1631,4096-512,209993100.0,1794325.1928020567
1621,4096-1024,415310800.0,7112075.835475579
1630,4096-2048,258321200.0,28328084.832904886
1641,4096-4096,128345700.0,113043766.06683806
1642,2048-512,110155800.0,822960.0
1646,2048-512,30145400.0,822960.0
1647,2048-2048,23189400.0,13044000.0
1566,2048-4096,1683806500.0,52092000.0
1648,1024-256,43317800.0,86862.75862068965
1617,1024-1024,665495900.0,1345724.1379310344
1619,1024-2048,628625000.0,5355379.310344827
1644,1024-2048,128679700.0,5355379.310344827
1622,1024-8192,649971300.0,85355862.06896552
1623,1024-8192,633980900.0,85355862.06896552
1626,1024-8192,574067800.0,85355862.06896552
1651,256-512,74911900.0,66999.70802919708
1654,512-512,16025700.0,113754.03141361257
1653,512-1024,36358000.0,446058.6387434555
1624,512-4096,623163100.0,7028298.4293193715
1655,512-256,2960900.0,29671.675392670157
1637,512-4096,363276900.0,7028298.4293193715
1636,512-8192,404633600.0,28052670.157068063
1640,512-8192,331245500.0,28052670.157068063
1656,256-512,12074600.0,66999.70802919708
1652,1024-512,93429800.0,340165.5172413793
1657,1024-128,0.0,22852.41379310345
1639,1024-8192,438668400.0,85355862.06896552
1658,512-256,59434400.0,29671.675392670157
1660,1024-256,20521300.0,86862.75862068965
1659,4096-512,43315700.0,1794325.1928020567
1649,4096-1024,248764500.0,7112075.835475579
1643,4096-2048,391875300.0,28328084.832904886
1662,256-2048,13618200.0,1018715.3284671532
1650,2048-4096,306885700.0,52092000.0
1665,2048-128,6734500.0,53532.0
1664,2048-512,27557500.0,822960.0
1591,2048-8192,1644185400.0,208200000.0
1612,2048-8192,1276982600.0,208200000.0
1671,256-128,96094300.0,5276.14598540146
1674,256-4096,40093600.0,4035970.802919708
1666,256-8192,212166000.0,16076905.109489052
1667,256-8192,192166000.0,16076905.109489052
1676,256-8192,16076900.0,16076905.109489052
1675,1024-128,37099800.0,22852.41379310345
1668,2048-128,178184800.0,53532.0
1673,2048-512,78954200.0,822960.0
1672,2048-1024,101456000.0,3271200.0
1670,2048-2048,151998200.0,13044000.0
1625,2048-8192,1250661900.0,208200000.0
1683,1024-128,90569700.0,22852.41379310345
1678,1024-256,190633700.0,86862.75862068965
1679,1024-1024,171892600.0,1345724.1379310344
1680,1024-1024,151915500.0,1345724.1379310344
1681,512-256,132945200.0,29671.675392670157
1687,512-1024,13361600.0,446058.6387434555
1669,512-2048,374790500.0,1765774.8691099477
1663,512-4096,500751200.0,7028298.4293193715
1684,512-8192,101414300.0,28052670.157068063
1686,2048-128,62467900.0,53532.0
1685,2048-1024,85685500.0,3271200.0
1628,2048-8192,1431783000.0,208200000.0
1645,2048-8192,1094968400.0,208200000.0
1691,256-128,174094300.0,5276.14598540146
1698,256-256,34107100.0,18064.642335766424
1690,256-1024,194348100.0,259054.01459854015
1677,256-2048,455978300.0,1018715.3284671532
1688,256-2048,235825100.0,1018715.3284671532
1692,256-2048,155125900.0,1018715.3284671532
1693,1024-256,136212800.0,86862.75862068965
1694,1024-1024,117471700.0,1345724.1379310344
1682,4096-128,359386700.0,118402.44215938303
1689,4096-4096,332227500.0,113043766.06683806
1474,4096-8192,4975537700.0,451714652.95629823
1705,512-128,350611800.0,8081.408376963351
1706,512-128,329686500.0,8081.408376963351
1710,512-512,249792200.0,113754.03141361257
1716,512-512,129800300.0,113754.03141361257
1696,512-1024,531759100.0,446058.6387434555
1701,512-1024,431163600.0,446058.6387434555
1697,512-2048,513192600.0,1765774.8691099477
1709,512-2048,271898400.0,1765774.8691099477
1715,512-8192,178291000.0,28052670.157068063
1702,256-256,440234400.0,18064.642335766424
1713,256-512,219358000.0,66999.70802919708
1712,256-4096,243327000.0,4035970.802919708
1703,256-8192,436293300.0,16076905.109489052
1704,1024-128,417316200.0,22852.41379310345
1720,1024-256,96454900.0,86862.75862068965
1725,1024-1024,1335800.0,1345724.1379310344
1721,1024-2048,81723400.0,5355379.310344827
1718,1024-8192,221746800.0,85355862.06896552
1729,256-256,2730500.0,18064.642335766424
1726,512-256,63760200.0,29671.675392670157
1727,512-1024,44176600.0,446058.6387434555
1722,4096-128,145329500.0,118402.44215938303
1711,4096-512,367005400.0,1794325.1928020567
1536,4096-8192,4322798600.0,451714652.95629823
1584,4096-8192,3363703400.0,451714652.95629823
1745,512-128,139611800.0,8081.408376963351
1750,512-256,39633400.0,29671.675392670157
1740,512-8192,267656400.0,28052670.157068063
1743,512-8192,207664500.0,28052670.157068063
1749,512-8192,87686100.0,28052670.157068063
1752,1024-128,28664600.0,22852.41379310345
1736,1024-2048,354041500.0,5355379.310344827
1751,1024-4096,70057900.0,21371724.137931034
1728,1024-8192,594146900.0,85355862.06896552
1754,512-128,75020500.0,8081.408376963351
1753,512-256,95050200.0,29671.675392670157
1757,512-1024,15442100.0,446058.6387434555
1732,2048-256,516719500.0,208440.0
1695,2048-512,1259076900.0,822960.0
1739,2048-512,377542500.0,822960.0
1700,2048-1024,1161646900.0,3271200.0
1707,2048-1024,1020930100.0,3271200.0
1731,2048-1024,543876400.0,3271200.0
1741,2048-1024,344084900.0,3271200.0
1699,2048-2048,1198663300.0,13044000.0
1733,256-1024,518179500.0,259054.01459854015
1734,256-2048,498939200.0,1018715.3284671532
1746,256-2048,258939200.0,1018715.3284671532
1758,1024-512,20209900.0,340165.5172413793
1759,1024-2048,5354400.0,5355379.310344827
1747,4096-512,248219100.0,1794325.1928020567
1755,4096-1024,93467900.0,7112075.835475579
1719,2048-2048,827697200.0,13044000.0
1723,2048-2048,747687800.0,13044000.0
1724,2048-2048,740722200.0,13044000.0
1708,2048-4096,1099789200.0,52092000.0
1761,1024-128,40617800.0,22852.41379310345
1760,1024-8192,145950800.0,85355862.06896552
1766,4096-256,27278800.0,456702.44215938303
1735,4096-2048,675356800.0,28328084.832904886
1730,4096-4096,860529300.0,113043766.06683806
1769,1024-128,81184400.0,22852.41379310345
1771,2048-128,42238000.0,53532.0
1773,2048-512,3007400.0,822960.0
1714,2048-4096,1234814200.0,52092000.0
1717,2048-4096,1175583600.0,52092000.0
1774,256-128,36086300.0,5276.14598540146
1764,256-2048,237279300.0,1018715.3284671532
1762,256-8192,292408400.0,16076905.109489052
1775,256-8192,32158000.0,16076905.109489052
1770,512-512,133290200.0,113754.03141361257
1768,512-1024,173693800.0,446058.6387434555
1765,512-2048,235103300.0,1765774.8691099477
1763,512-8192,301574800.0,28052670.157068063
1777,256-128,22295000.0,5276.14598540146
1778,256-4096,6325700.0,4035970.802919708
1756,2048-4096,499769800.0,52092000.0
1742,2048-8192,935946700.0,208200000.0
1780,256-128,176494200.0,5276.14598540146
1784,256-128,96002300.0,5276.14598540146
1782,256-256,136015100.0,18064.642335766424
1785,512-128,77023200.0,8081.408376963351
1783,1024-128,118046100.0,22852.41379310345
1779,1024-2048,203870500.0,5355379.310344827
1789,256-512,4438500.0,66999.70802919708
1786,4096-128,65564100.0,118402.44215938303
1781,4096-1024,172557700.0,7112075.835475579
1738,4096-4096,1139557600.0,113043766.06683806
1748,4096-4096,946551200.0,113043766.06683806
1793,1024-512,46873000.0,340165.5172413793
1794,1024-512,26873000.0,340165.5172413793
1792,1024-4096,87904600.0,21371724.137931034
1791,256-2048,109923400.0,1018715.3284671532
1796,512-4096,17947700.0,7028298.4293193715
1767,4096-4096,712807200.0,113043766.06683806
1589,4096-8192,4616398400.0,451714652.95629823
1798,256-128,431608900.0,5276.14598540146
1817,256-512,51626900.0,66999.70802919708
1801,256-4096,375639600.0,4035970.802919708
1807,256-8192,267636900.0,16076905.109489052
1797,512-128,468688700.0,8081.408376963351
1818,512-128,48645000.0,8081.408376963351
1802,512-512,368794400.0,113754.03141361257
1819,512-4096,35673300.0,7028298.4293193715
1810,512-8192,236697700.0,28052670.157068063
1809,2048-128,257751300.0,53532.0
1803,2048-2048,390741700.0,13044000.0
1744,2048-8192,1767076200.0,208200000.0
1829,256-128,66103900.0,5276.14598540146
1830,256-128,46103900.0,5276.14598540146
1828,256-256,86116700.0,18064.642335766424
1832,256-8192,22175600.0,16076905.109489052
1825,512-128,163183700.0,8081.408376963351
1831,512-128,43183700.0,8081.408376963351
1824,512-256,183205300.0,29671.675392670157
1827,512-256,123213400.0,29671.675392670157
1805,1024-256,565153000.0,86862.75862068965
1826,1024-256,144300300.0,86862.75862068965
1833,1024-256,4292600.0,86862.75862068965
1800,1024-1024,666542500.0,1345724.1379310344
1811,1024-1024,446498800.0,1345724.1379310344
1812,1024-2048,430508400.0,5355379.310344827
1799,4096-128,691670600.0,118402.44215938303
1804,4096-256,591965200.0,456702.44215938303
1814,4096-512,393421300.0,1794325.1928020567
1806,4096-1024,559077300.0,7112075.835475579
1822,2048-1024,243186200.0,3271200.0
1772,2048-8192,1449034400.0,208200000.0
1836,2048-128,166871400.0,53532.0
1841,2048-128,66925000.0,53532.0
1776,2048-8192,1372276400.0,208200000.0
1844,2048-1024,10196200.0,3271200.0
1843,2048-4096,82181000.0,52092000.0
1788,2048-8192,1340030900.0,208200000.0
1847,256-512,159456000.0,66999.70802919708
1851,256-2048,80123000.0,1018715.3284671532
1838,4096-128,341533500.0,118402.44215938303
1840,4096-512,303209400.0,1794325.1928020567
1808,4096-1024,950105100.0,7112075.835475579
1815,4096-1024,811781000.0,7112075.835475579
1835,512-1024,411767600.0,446058.6387434555
1842,512-1024,271767600.0,446058.6387434555
1849,512-4096,138057800.0,7028298.4293193715
1839,512-8192,359820300.0,28052670.157068063
1856,2048-128,20513100.0,53532.0
1846,2048-1024,224084300.0,3271200.0
1848,2048-2048,193625900.0,13044000.0
1845,2048-4096,296176300.0,52092000.0
1859,512-1024,17200700.0,446058.6387434555
1834,1024-1024,520566500.0,1345724.1379310344
1837,1024-1024,459975400.0,1345724.1379310344
1854,1024-2048,123693000.0,5355379.310344827
1850,1024-4096,221055200.0,21371724.137931034
1853,1024-4096,161055200.0,21371724.137931034
1861,512-256,1939900.0,29671.675392670157
1857,4096-512,84809900.0,1794325.1928020567
1821,4096-1024,811864200.0,7112075.835475579
1816,4096-2048,934958900.0,28328084.832904886
1820,4096-4096,944985400.0,113043766.06683806
1862,256-128,104038100.0,5276.14598540146
1858,256-4096,188139900.0,4035970.802919708
1865,256-8192,60099400.0,16076905.109489052
1864,2048-128,81153000.0,53532.0
1795,2048-8192,1671375600.0,208200000.0
1863,2048-8192,309353000.0,208200000.0
1870,512-128,170097100.0,8081.408376963351
1871,512-4096,157117300.0,7028298.4293193715
1877,1024-256,38204200.0,86862.75862068965
1866,1024-512,258721500.0,340165.5172413793
1867,1024-1024,239727100.0,1345724.1379310344
1869,4096-128,200581600.0,118402.44215938303
1868,4096-512,222521500.0,1794325.1928020567
1876,4096-1024,67693700.0,7112075.835475579
1823,4096-4096,1236682500.0,113043766.06683806
1852,4096-4096,661219900.0,113043766.06683806
1879,1024-512,122077500.0,340165.5172413793
1875,2048-1024,206348900.0,3271200.0
1884,2048-1024,26344200.0,3271200.0
1878,2048-2048,159392900.0,13044000.0
1874,256-4096,244428900.0,4035970.802919708
1880,256-4096,124424200.0,4035970.802919708
1873,256-8192,276469900.0,16076905.109489052
1882,512-4096,104493500.0,7028298.4293193715
1886,2048-4096,77584200.0,52092000.0
1889,1024-128,18503800.0,22852.41379310345
1888,512-256,39533500.0,29671.675392670157
1855,4096-4096,814168800.0,113043766.06683806
1883,4096-4096,253681900.0,113043766.06683806
1893,256-256,54550800.0,18064.642335766424
1891,2048-128,95604400.0,53532.0
1894,2048-1024,38822000.0,3271200.0
1890,1024-1024,121211800.0,1345724.1379310344
1895,1024-1024,21167800.0,1345724.1379310344
1896,512-512,2278500.0,113754.03141361257
1897,512-128,0.0,8081.408376963351
1892,512-8192,110220500.0,28052670.157068063
1609,4096-8192,6231161500.0,451714652.95629823
1611,4096-8192,6191084000.0,451714652.95629823
1911,256-128,183608900.0,5276.14598540146
1909,256-1024,223862700.0,259054.01459854015
1916,256-1024,83862700.0,259054.01459854015
1915,256-2048,104622400.0,1018715.3284671532
1898,256-4096,447644900.0,4035970.802919708
1920,1024-256,8731800.0,86862.75862068965
1902,1024-2048,374000300.0,5355379.310344827
1917,1024-2048,74000300.0,5355379.310344827
1905,2048-256,315208800.0,208440.0
1907,2048-256,275208800.0,208440.0
1900,2048-1024,418480000.0,3271200.0
1904,2048-1024,338480000.0,3271200.0
1914,2048-2048,151524000.0,13044000.0
1903,2048-8192,566680000.0,208200000.0
1921,512-128,207597000.0,8081.408376963351
1922,512-512,187158800.0,113754.03141361257
1923,256-256,168176900.0,18064.642335766424
1927,256-256,88176900.0,18064.642335766424
1928,256-1024,68417900.0,259054.01459854015
1931,256-1024,8417900.0,259054.01459854015
1925,4096-128,129536400.0,118402.44215938303
1908,4096-256,470509700.0,456702.44215938303
1929,4096-256,49993200.0,456702.44215938303
1899,4096-512,652304100.0,1794325.1928020567
1919,4096-512,252422600.0,1794325.1928020567
1901,4096-1024,619416200.0,7112075.835475579
1910,4096-1024,439534700.0,7112075.835475579
1924,1024-4096,181271500.0,21371724.137931034
1932,512-256,22290400.0,29671.675392670157
1933,1024-512,3630600.0,340165.5172413793
1906,4096-2048,573604500.0,28328084.832904886
1913,4096-2048,433604500.0,28328084.832904886
1934,4096-256,13373800.0,456702.44215938303
1926,4096-2048,201297600.0,28328084.832904886
1912,4096-4096,567105100.0,113043766.06683806
1936,1024-512,87673000.0,340165.5172413793
1939,1024-2048,32616900.0,5355379.310344827
1937,1024-4096,88633300.0,21371724.137931034
1938,1024-4096,68973500.0,21371724.137931034
1941,256-1024,10224700.0,259054.01459854015
1940,512-1024,31678700.0,446058.6387434555
1935,4096-256,133206800.0,456702.44215938303
1632,4096-8192,6652735800.0,451714652.95629823
1661,4096-8192,6072928400.0,451714652.95629823
1949,256-128,305609000.0,5276.14598540146
1962,256-512,45670700.0,66999.70802919708
1946,256-8192,381680700.0,16076905.109489052
1948,256-8192,341680700.0,16076905.109489052
1942,1024-128,462703600.0,22852.41379310345
1956,1024-128,182703600.0,22852.41379310345
1960,1024-512,103020900.0,340165.5172413793
1950,1024-1024,304049400.0,1345724.1379310344
1952,1024-8192,348059500.0,85355862.06896552
1954,2048-128,309113100.0,53532.0
1967,256-512,50119700.0,66999.70802919708
1957,512-512,251293900.0,113754.03141361257
1961,512-1024,171626200.0,446058.6387434555
1963,512-2048,132945900.0,1765774.8691099477
1953,512-4096,338322200.0,7028298.4293193715
1965,512-4096,98652800.0,7028298.4293193715
1944,512-8192,540998600.0,28052670.157068063
1947,4096-128,482117100.0,118402.44215938303
1945,4096-256,522455400.0,456702.44215938303
1943,4096-512,563911500.0,1794325.1928020567
1966,4096-512,104189400.0,1794325.1928020567
1968,4096-512,65645500.0,1794325.1928020567
1971,4096-512,5978700.0,1794325.1928020567
1951,4096-1024,412818000.0,7112075.835475579
1964,4096-4096,259088000.0,113043766.06683806
1976,256-128,19964300.0,5276.14598540146
1977,256-1024,249100.0,259054.01459854015
1973,256-4096,83995000.0,4035970.802919708
