id,type,wait_time,exec_time
674,256-4096,200729100.0,4035970.802919708
683,256-4096,20626400.0,4035970.802919708
684,2048-128,1679500.0,53532.0
677,2048-1024,145000300.0,3271200.0
676,2048-2048,174826700.0,13044000.0
451,2048-8192,4879678300.0,208200000.0
686,512-256,173292300.0,29671.675392670157
672,512-1024,454646400.0,446058.6387434555
679,512-2048,315966100.0,1765774.8691099477
689,512-2048,115058100.0,1765774.8691099477
693,2048-128,36111700.0,53532.0
462,2048-8192,4871673800.0,208200000.0
581,2048-8192,2486876100.0,208200000.0
696,256-256,185107100.0,18064.642335766424
690,256-512,305378700.0,66999.70802919708
692,256-1024,265570800.0,259054.01459854015
688,256-8192,361388700.0,16076905.109489052
695,1024-128,222188900.0,22852.41379310345
682,1024-512,483563900.0,340165.5172413793
685,1024-512,422728900.0,340165.5172413793
694,1024-2048,247767000.0,5355379.310344827
700,512-256,128574000.0,29671.675392670157
705,512-4096,35572600.0,7028298.4293193715
702,512-8192,116597000.0,28052670.157068063
691,4096-256,338276500.0,456702.44215938303
703,4096-256,98053800.0,456702.44215938303
706,4096-512,39839100.0,1794325.1928020567
697,4096-1024,225165900.0,7112075.835475579
599,4096-8192,2634044800.0,451714652.95629823
625,4096-8192,2118800100.0,451714652.95629823
721,512-512,197717500.0,113754.03141361257
722,512-512,177717500.0,113754.03141361257
723,512-512,157717500.0,113754.03141361257
713,512-1024,358163600.0,446058.6387434555
708,512-2048,459671000.0,1765774.8691099477
709,512-4096,444745800.0,7028298.4293193715
712,512-4096,385191900.0,7028298.4293193715
717,512-4096,286511600.0,7028298.4293193715
711,512-8192,432798500.0,28052670.157068063
726,1024-512,134138700.0,340165.5172413793
718,1024-2048,299153900.0,5355379.310344827
727,1024-4096,135170300.0,21371724.137931034
728,1024-4096,115510500.0,21371724.137931034
733,512-128,16453700.0,8081.408376963351
704,2048-512,598618500.0,822960.0
707,2048-2048,550755900.0,13044000.0
720,2048-2048,291385600.0,13044000.0
714,256-2048,413404400.0,1018715.3284671532
729,256-4096,116421600.0,4035970.802919708
715,256-8192,408462600.0,16076905.109489052
724,4096-512,231257000.0,1794325.1928020567
725,4096-1024,216574700.0,7112075.835475579
719,4096-2048,359585100.0,28328084.832904886
731,4096-2048,124898500.0,28328084.832904886
736,2048-2048,38761100.0,13044000.0
701,2048-4096,778271700.0,52092000.0
738,512-2048,40502800.0,1765774.8691099477
739,512-2048,20502800.0,1765774.8691099477
740,1024-4096,22874500.0,21371724.137931034
741,512-4096,10899000.0,7028298.4293193715
734,4096-2048,180336200.0,28328084.832904886
635,4096-8192,2585928100.0,451714652.95629823
748,256-256,324293700.0,18064.642335766424
758,256-256,124293700.0,18064.642335766424
761,256-4096,68311600.0,4035970.802919708
756,2048-128,169365200.0,53532.0
759,2048-128,109365200.0,53532.0
742,2048-256,449901700.0,208440.0
752,2048-256,249573700.0,208440.0
744,2048-1024,412844900.0,3271200.0
763,2048-1024,32844900.0,3271200.0
750,2048-2048,305888900.0,13044000.0
710,2048-4096,1145536700.0,52092000.0
765,1024-128,45953800.0,22852.41379310345
751,1024-256,326023800.0,86862.75862068965
766,1024-256,25923900.0,86862.75862068965
760,1024-512,146300000.0,340165.5172413793
753,1024-1024,287369600.0,1345724.1379310344
754,1024-4096,287395600.0,21371724.137931034
757,4096-128,228514100.0,118402.44215938303
749,4096-512,390190000.0,1794325.1928020567
746,4096-1024,455626200.0,7112075.835475579
768,4096-4096,123133200.0,113043766.06683806
698,4096-8192,1868217600.0,451714652.95629823
770,512-128,427611800.0,8081.408376963351
777,512-128,287004200.0,8081.408376963351
776,512-256,307025800.0,29671.675392670157
745,512-2048,930114800.0,1765774.8691099477
755,512-2048,730114800.0,1765774.8691099477
764,512-2048,550136400.0,1765774.8691099477
785,512-4096,135798300.0,7028298.4293193715
747,512-8192,918167500.0,28052670.157068063
762,512-8192,618189100.0,28052670.157068063
778,256-512,297911300.0,66999.70802919708
786,256-512,137911300.0,66999.70802919708
788,256-2048,98863100.0,1018715.3284671532
775,256-8192,373921300.0,16076905.109489052
779,2048-256,295129800.0,208440.0
780,2048-256,275129800.0,208440.0
769,2048-512,496560400.0,822960.0
784,2048-1024,198401000.0,3271200.0
743,2048-4096,1069717600.0,52092000.0
796,2048-256,8141300.0,208440.0
783,2048-4096,270493000.0,52092000.0
623,2048-8192,3680688100.0,208200000.0
642,2048-8192,3302690300.0,208200000.0
798,256-256,179107100.0,18064.642335766424
802,256-256,99107100.0,18064.642335766424
805,256-1024,39348100.0,259054.01459854015
800,256-8192,155166000.0,16076905.109489052
787,1024-512,417110200.0,340165.5172413793
782,1024-2048,522125400.0,5355379.310344827
803,1024-2048,101521400.0,5355379.310344827
774,1024-4096,699089600.0,21371724.137931034
781,1024-4096,563497200.0,21371724.137931034
790,1024-8192,447481300.0,85355862.06896552
810,2048-256,47981600.0,208440.0
811,2048-256,27981600.0,208440.0
797,2048-512,308908800.0,822960.0
799,2048-512,268908800.0,822960.0
804,2048-512,169731800.0,822960.0
808,2048-512,89664600.0,822960.0
653,2048-8192,3402368800.0,208200000.0
669,2048-8192,3082288600.0,208200000.0
821,256-128,38094200.0,5276.14598540146
815,256-1024,158348000.0,259054.01459854015
812,256-2048,219846400.0,1018715.3284671532
814,256-2048,179107700.0,1018715.3284671532
816,1024-128,140130600.0,22852.41379310345
817,1024-1024,121453500.0,1345724.1379310344
818,2048-256,102662000.0,208440.0
687,2048-8192,2934544600.0,208200000.0
699,2048-8192,2694530400.0,208200000.0
824,256-128,191094300.0,5276.14598540146
827,256-512,131156000.0,66999.70802919708
829,256-512,91156000.0,66999.70802919708
826,512-128,152164100.0,8081.408376963351
806,512-4096,560800200.0,7028298.4293193715
823,512-8192,240980900.0,28052670.157068063
832,2048-256,61417200.0,208440.0
830,2048-4096,153300700.0,52092000.0
831,2048-4096,133509200.0,52092000.0
836,512-1024,34827100.0,446058.6387434555
835,512-8192,82466600.0,28052670.157068063
839,256-512,3462600.0,66999.70802919708
838,256-1024,23654700.0,259054.01459854015
789,4096-256,1007497700.0,456702.44215938303
822,4096-256,346050800.0,456702.44215938303
773,4096-512,1329899700.0,1794325.1928020567
807,4096-512,648629000.0,1794325.1928020567
771,4096-1024,1377011800.0,7112075.835475579
795,4096-1024,896292200.0,7112075.835475579
828,1024-1024,236530100.0,1345724.1379310344
825,1024-2048,300539700.0,5355379.310344827
837,1024-8192,140412000.0,85355862.06896552
842,4096-256,41746300.0,456702.44215938303
809,4096-1024,710199200.0,7112075.835475579
834,4096-1024,209013800.0,7112075.835475579
844,4096-1024,15513700.0,7112075.835475579
793,4096-2048,1059583000.0,28328084.832904886
841,1024-4096,119558300.0,21371724.137931034
801,4096-2048,950753000.0,28328084.832904886
813,4096-2048,709910100.0,28328084.832904886
848,1024-512,10127200.0,340165.5172413793
845,4096-2048,99530000.0,28328084.832904886
849,4096-1024,26529100.0,7112075.835475579
791,4096-4096,1266741000.0,113043766.06683806
840,4096-4096,319794200.0,113043766.06683806
850,256-128,120570200.0,5276.14598540146
851,256-2048,101551600.0,1018715.3284671532
853,512-128,62559700.0,8081.408376963351
856,512-128,2555800.0,8081.408376963351
852,512-2048,84317400.0,1765774.8691099477
854,4096-128,45435900.0,118402.44215938303
855,4096-128,25432300.0,118402.44215938303
843,4096-4096,378657500.0,113043766.06683806
846,4096-4096,318559900.0,113043766.06683806
860,512-256,39462400.0,29671.675392670157
859,2048-512,61285400.0,822960.0
716,2048-8192,3133302400.0,208200000.0
732,2048-8192,2814102800.0,208200000.0
862,512-256,210514600.0,29671.675392670157
869,512-8192,98141700.0,28052670.157068063
863,256-512,219208700.0,66999.70802919708
867,256-512,139208700.0,66999.70802919708
870,256-2048,80160500.0,1018715.3284671532
864,256-4096,203177700.0,4035970.802919708
858,256-8192,335682100.0,16076905.109489052
868,2048-256,136494200.0,208440.0
871,2048-1024,79556900.0,3271200.0
865,2048-2048,209538200.0,13044000.0
767,2048-8192,2372093600.0,208200000.0
875,512-128,208727100.0,8081.408376963351
879,512-8192,156160400.0,28052670.157068063
883,256-256,77178500.0,18064.642335766424
876,256-2048,218179200.0,1018715.3284671532
882,1024-512,99519400.0,340165.5172413793
857,1024-1024,601570600.0,1345724.1379310344
866,1024-8192,505184300.0,85355862.06896552
884,1024-8192,144875300.0,85355862.06896552
887,512-512,85961700.0,113754.03141361257
889,512-4096,52867600.0,7028298.4293193715
873,4096-256,374979900.0,456702.44215938303
881,4096-256,214360400.0,456702.44215938303
877,4096-512,296154800.0,1794325.1928020567
880,4096-512,236154800.0,1794325.1928020567
878,2048-512,277977800.0,822960.0
885,2048-1024,140426000.0,3271200.0
772,2048-8192,2610526400.0,208200000.0
792,2048-8192,2212357700.0,208200000.0
897,256-128,109094300.0,5276.14598540146
892,256-512,209656200.0,66999.70802919708
895,1024-256,150242900.0,86862.75862068965
894,1024-4096,191527800.0,21371724.137931034
896,4096-128,152646300.0,118402.44215938303
898,4096-128,112646300.0,118402.44215938303
902,4096-128,32764800.0,118402.44215938303
903,4096-128,12710900.0,118402.44215938303
900,4096-256,73221600.0,456702.44215938303
886,4096-512,355069400.0,1794325.1928020567
888,4096-512,315517000.0,1794325.1928020567
901,4096-512,56353600.0,1794325.1928020567
872,4096-1024,643314300.0,7112075.835475579
890,4096-2048,305182700.0,28328084.832904886
893,2048-256,245890200.0,208440.0
905,2048-256,5831100.0,208440.0
904,2048-4096,77927600.0,52092000.0
794,2048-8192,2438256200.0,208200000.0
912,256-128,74002300.0,5276.14598540146
908,256-256,154015100.0,18064.642335766424
915,256-256,14015100.0,18064.642335766424
906,256-8192,211065900.0,16076905.109489052
909,256-8192,150079300.0,16076905.109489052
913,1024-256,71166200.0,86862.75862068965
907,1024-2048,197426600.0,5355379.310344827
914,2048-256,57643200.0,208440.0
911,2048-512,118257700.0,822960.0
819,2048-8192,2169767500.0,208200000.0
820,2048-8192,2150382000.0,208200000.0
919,512-128,167097100.0,8081.408376963351
916,512-4096,234459900.0,7028298.4293193715
899,512-8192,596603600.0,28052670.157068063
921,1024-128,156164600.0,22852.41379310345
927,1024-2048,41497100.0,5355379.310344827
918,1024-8192,301497600.0,85355862.06896552
929,256-256,82480100.0,18064.642335766424
920,256-512,262564600.0,66999.70802919708
925,256-2048,163516400.0,1018715.3284671532
926,256-2048,143516400.0,1018715.3284671532
931,256-8192,58484600.0,16076905.109489052
917,2048-128,339646300.0,53532.0
928,2048-2048,132608400.0,13044000.0
861,2048-8192,1670890800.0,208200000.0
944,512-128,8106700.0,8081.408376963351
938,512-1024,128544700.0,446058.6387434555
940,256-512,89611700.0,66999.70802919708
942,1024-256,50698600.0,86862.75862068965
943,1024-256,30698600.0,86862.75862068965
932,1024-1024,252597100.0,1345724.1379310344
935,1024-1024,192044400.0,1345724.1379310344
933,1024-2048,236693600.0,5355379.310344827
936,1024-4096,193329300.0,21371724.137931034
930,1024-8192,378039900.0,85355862.06896552
947,512-256,38289700.0,29671.675392670157
948,256-512,19356700.0,66999.70802919708
945,256-2048,80383800.0,1018715.3284671532
949,2048-128,1361400.0,53532.0
937,2048-1024,244720000.0,3271200.0
946,2048-4096,113454100.0,52092000.0
891,2048-8192,1375630600.0,208200000.0
952,512-128,153222700.0,8081.408376963351
959,512-1024,13660700.0,446058.6387434555
951,512-8192,201741700.0,28052670.157068063
950,256-256,222759800.0,18064.642335766424
957,2048-128,83339000.0,53532.0
954,2048-1024,146556600.0,3271200.0
961,2048-1024,6538500.0,3271200.0
953,2048-2048,179600600.0,13044000.0
962,1024-128,551800.0,22852.41379310345
955,1024-512,140940800.0,340165.5172413793
924,4096-256,763850700.0,456702.44215938303
923,4096-512,785188300.0,1794325.1928020567
939,4096-512,464897400.0,1794325.1928020567
956,4096-512,125529600.0,1794325.1928020567
958,4096-512,85986400.0,1794325.1928020567
934,4096-2048,595153500.0,28328084.832904886
847,4096-4096,2423654200.0,113043766.06683806
910,4096-4096,1188723300.0,113043766.06683806
969,256-128,7665600.0,5276.14598540146
965,256-256,87750900.0,18064.642335766424
964,256-1024,107991900.0,259054.01459854015
966,512-4096,76020200.0,7028298.4293193715
968,1024-4096,58319500.0,21371724.137931034
960,4096-4096,332532800.0,113043766.06683806
730,4096-8192,5280413000.0,451714652.95629823
975,256-128,371608900.0,5276.14598540146
987,256-128,131565200.0,5276.14598540146
979,256-512,291626900.0,66999.70802919708
973,256-1024,411862700.0,259054.01459854015
981,256-8192,267642200.0,16076905.109489052
977,512-256,348671900.0,29671.675392670157
986,512-1024,169088300.0,446058.6387434555
972,512-2048,450451700.0,1765774.8691099477
980,512-2048,290437700.0,1765774.8691099477
991,512-4096,76116600.0,7028298.4293193715
978,2048-128,337170200.0,53532.0
988,2048-256,137325100.0,208440.0
982,2048-1024,260441400.0,3271200.0
992,2048-1024,60596300.0,3271200.0
995,512-128,1604300.0,8081.408376963351
976,1024-256,382735000.0,86862.75862068965
974,1024-2048,428003500.0,5355379.310344827
985,1024-2048,207959800.0,5355379.310344827
971,1024-4096,504106800.0,21371724.137931034
996,512-4096,12090600.0,7028298.4293193715
983,4096-1024,280203500.0,7112075.835475579
993,4096-1024,80203500.0,7112075.835475579
997,512-512,1315800.0,113754.03141361257
984,2048-2048,275361300.0,13044000.0
989,2048-2048,175361300.0,13044000.0
990,4096-2048,184689400.0,28328084.832904886
735,4096-8192,5717776500.0,451714652.95629823
1004,512-128,328283700.0,8081.408376963351
1000,512-1024,408721700.0,446058.6387434555
1009,512-1024,228721700.0,446058.6387434555
1016,512-1024,88729800.0,446058.6387434555
1007,512-2048,270487500.0,1765774.8691099477
1002,512-4096,375750000.0,7028298.4293193715
1005,512-4096,315758100.0,7028298.4293193715
1017,512-8192,98540200.0,28052670.157068063
1021,256-128,19476400.0,5276.14598540146
999,256-256,460286300.0,18064.642335766424
1020,256-2048,40559000.0,1018715.3284671532
1013,256-4096,183576200.0,4035970.802919708
1022,512-128,4515000.0,8081.408376963351
1012,1024-128,205607200.0,22852.41379310345
1018,1024-1024,86930100.0,1345724.1379310344
1010,1024-4096,266956100.0,21371724.137931034
1019,1024-4096,86979000.0,21371724.137931034
1014,1024-8192,252286000.0,85355862.06896552
1025,512-128,33204100.0,8081.408376963351
1003,4096-128,474412600.0,118402.44215938303
1015,4096-256,234750900.0,456702.44215938303
1006,4096-2048,442740700.0,28328084.832904886
1011,4096-4096,427794700.0,113043766.06683806
1027,256-256,108650900.0,18064.642335766424
1029,256-2048,69561800.0,1018715.3284671532
1023,256-4096,192759600.0,4035970.802919708
1028,512-512,93782600.0,113754.03141361257
1024,2048-256,175063000.0,208440.0
1008,2048-512,495767500.0,822960.0
994,2048-4096,828045400.0,52092000.0
1033,2048-256,47175000.0,208440.0
998,2048-4096,748587500.0,52092000.0
1001,2048-4096,739545500.0,52092000.0
1026,2048-4096,239861500.0,52092000.0
1037,1024-256,20667900.0,86862.75862068965
1038,1024-512,921100.0,340165.5172413793
1032,1024-4096,142071600.0,21371724.137931034
1035,1024-8192,146115800.0,85355862.06896552
1041,256-128,26965300.0,5276.14598540146
1040,256-1024,47219100.0,259054.01459854015
1036,256-4096,131059800.0,4035970.802919708
1042,512-256,12025700.0,29671.675392670157
1034,512-2048,173917600.0,1765774.8691099477
1039,2048-128,74877000.0,53532.0
970,2048-8192,1664612000.0,208200000.0
1031,2048-8192,443198000.0,208200000.0
1053,512-128,3097100.0,8081.408376963351
1043,512-4096,210117300.0,7028298.4293193715
1047,1024-128,131140200.0,22852.41379310345
1048,1024-256,111204200.0,86862.75862068965
1044,1024-512,191457500.0,340165.5172413793
1052,256-8192,48534500.0,16076905.109489052
1049,2048-4096,161626500.0,52092000.0
1051,2048-4096,121626500.0,52092000.0
1055,512-4096,49609200.0,7028298.4293193715
1057,512-8192,30633600.0,28052670.157068063
1058,1024-1024,12959200.0,1345724.1379310344
1056,256-8192,70056400.0,16076905.109489052
1059,2048-4096,63057900.0,52092000.0
1046,2048-8192,479302000.0,208200000.0
1069,1024-128,20019900.0,22852.41379310345
1063,1024-512,140337200.0,340165.5172413793
1064,1024-512,120337200.0,340165.5172413793
1061,1024-2048,185467200.0,5355379.310344827
1062,1024-4096,181800900.0,21371724.137931034
1070,512-256,22738700.0,29671.675392670157
1068,256-512,63805700.0,66999.70802919708
1060,256-4096,227866600.0,4035970.802919708
1065,256-8192,139815700.0,16076905.109489052
1067,4096-128,100934200.0,118402.44215938303
1066,4096-512,122610100.0,1794325.1928020567
737,4096-8192,7164782000.0,451714652.95629823
833,4096-8192,5242479500.0,451714652.95629823
1082,256-128,254609000.0,5276.14598540146
1076,256-512,374670700.0,66999.70802919708
1088,256-1024,134862800.0,259054.01459854015
1074,256-4096,418639700.0,4035970.802919708
1089,256-4096,118645000.0,4035970.802919708
1081,2048-128,279698600.0,53532.0
1085,2048-128,199698600.0,53532.0
1086,2048-128,179752200.0,53532.0
1078,2048-256,339907100.0,208440.0
1079,2048-256,319960700.0,208440.0
1087,2048-256,160115600.0,208440.0
1075,2048-512,400783700.0,822960.0
1077,2048-2048,373159600.0,13044000.0
1090,2048-4096,152875700.0,52092000.0
1096,512-512,33918900.0,113754.03141361257
1080,512-1024,354321800.0,446058.6387434555
1092,512-2048,115641500.0,1765774.8691099477
1095,512-8192,82041500.0,28052670.157068063
1098,2048-512,23712700.0,822960.0
1097,2048-1024,46242800.0,3271200.0
1071,1024-1024,569374000.0,1345724.1379310344
1091,1024-2048,172668800.0,5355379.310344827
1094,1024-2048,112668800.0,5355379.310344827
1072,1024-4096,570745300.0,21371724.137931034
1083,4096-512,352825400.0,1794325.1928020567
1093,4096-4096,264074800.0,113043766.06683806
874,4096-8192,4992514300.0,451714652.95629823
1119,512-128,84362400.0,8081.408376963351
1114,512-2048,186120100.0,1765774.8691099477
1116,512-2048,146120100.0,1765774.8691099477
1117,512-2048,126128200.0,1765774.8691099477
1099,512-4096,494181700.0,7028298.4293193715
1121,2048-128,54202000.0,53532.0
1120,2048-256,74356900.0,208440.0
1123,2048-256,14410500.0,208440.0
1109,2048-2048,307400900.0,13044000.0
1100,2048-4096,527528500.0,52092000.0
1118,256-512,167569500.0,66999.70802919708
1104,256-1024,448011000.0,259054.01459854015
1122,256-1024,87761600.0,259054.01459854015
1115,256-2048,228521300.0,1018715.3284671532
1108,256-4096,371605500.0,4035970.802919708
1110,256-4096,331797600.0,4035970.802919708
1101,256-8192,524088000.0,16076905.109489052
1127,2048-128,4873600.0,53532.0
1125,2048-256,45035200.0,208440.0
1103,2048-8192,693341600.0,208200000.0
1128,1024-128,193957000.0,22852.41379310345
1107,1024-256,614179100.0,86862.75862068965
1126,1024-512,234420500.0,340165.5172413793
1135,1024-2048,59312400.0,5355379.310344827
1112,1024-4096,535550900.0,21371724.137931034
1073,1024-8192,1380974100.0,85355862.06896552
1084,1024-8192,1166012200.0,85355862.06896552
1140,256-128,45569800.0,5276.14598540146
1129,256-1024,265927400.0,259054.01459854015
1139,256-2048,66583300.0,1018715.3284671532
1141,256-8192,41641500.0,16076905.109489052
1130,2048-128,262798900.0,53532.0
1133,2048-512,203568300.0,822960.0
1137,2048-512,123621900.0,822960.0
1124,512-512,384892300.0,113754.03141361257
1132,512-512,224735700.0,113754.03141361257
1143,512-1024,4949900.0,446058.6387434555
1142,4096-256,26413600.0,456702.44215938303
1134,4096-512,187862400.0,1794325.1928020567
1106,4096-1024,754044400.0,7112075.835475579
1102,4096-2048,856598000.0,28328084.832904886
1131,4096-2048,281965000.0,28328084.832904886
1144,512-512,22930900.0,113754.03141361257
1145,512-1024,3259600.0,446058.6387434555
1136,1024-8192,269767000.0,85355862.06896552
1138,1024-8192,229743600.0,85355862.06896552
1146,256-128,70550100.0,5276.14598540146
1148,512-128,31558200.0,8081.408376963351
1149,512-8192,39602800.0,28052670.157068063
1147,1024-128,80625700.0,22852.41379310345
1151,256-512,1622800.0,66999.70802919708
1150,256-4096,25592500.0,4035970.802919708
922,4096-8192,5045298300.0,451714652.95629823
941,4096-8192,4664550600.0,451714652.95629823
1153,512-128,418611700.0,8081.408376963351
1158,512-128,318611700.0,8081.408376963351
1162,512-128,238611700.0,8081.408376963351
1160,512-256,278641400.0,29671.675392670157
1172,512-256,38641400.0,29671.675392670157
1166,512-1024,159057800.0,446058.6387434555
1152,512-2048,440407200.0,1765774.8691099477
1157,512-4096,345669700.0,7028298.4293193715
1169,256-256,106687800.0,18064.642335766424
1170,256-1024,86928800.0,259054.01459854015
1171,256-1024,66928800.0,259054.01459854015
1159,256-2048,307688500.0,1018715.3284671532
1175,256-512,57000.0,66999.70802919708
1165,256-8192,202764800.0,16076905.109489052
1168,256-8192,143005800.0,16076905.109489052
1174,1024-512,24345200.0,340165.5172413793
1155,1024-4096,425377600.0,21371724.137931034
1161,4096-256,306834400.0,456702.44215938303
1163,4096-512,268172000.0,1794325.1928020567
1164,4096-2048,275162500.0,28328084.832904886
1167,4096-2048,216500100.0,28328084.832904886
1177,2048-256,17625600.0,208440.0
1154,2048-4096,529592100.0,52092000.0
1156,2048-8192,645908600.0,208200000.0
1178,512-128,206797100.0,8081.408376963351
1187,512-256,26235200.0,29671.675392670157
1180,512-512,166902800.0,113754.03141361257
1183,256-256,107337400.0,18064.642335766424
1184,256-256,87337400.0,18064.642335766424
1179,256-2048,188921600.0,1018715.3284671532
1186,2048-512,50161100.0,822960.0
1181,2048-1024,152609300.0,3271200.0
1185,1024-1024,74955100.0,1345724.1379310344
1182,1024-4096,154981100.0,21371724.137931034
1188,1024-4096,34981100.0,21371724.137931034
1189,2048-4096,68007000.0,52092000.0
1190,4096-128,49099400.0,118402.44215938303
1173,4096-4096,502820000.0,113043766.06683806
963,4096-8192,5047753600.0,451714652.95629823
1193,512-128,441611800.0,8081.408376963351
1194,512-256,421633400.0,29671.675392670157
1214,512-512,20792200.0,113754.03141361257
1195,512-4096,408640100.0,7028298.4293193715
1213,512-8192,68760800.0,28052670.157068063
1216,1024-128,9777900.0,22852.41379310345
1202,1024-512,290101000.0,340165.5172413793
1208,1024-512,170101000.0,340165.5172413793
1201,1024-2048,315139100.0,5355379.310344827
1211,1024-8192,195456900.0,85355862.06896552
1199,2048-128,436510500.0,53532.0
1217,2048-128,76460400.0,53532.0
1220,2048-128,16514000.0,53532.0
1204,2048-256,336719000.0,208440.0
1196,2048-512,498312400.0,822960.0
1200,2048-1024,419990200.0,3271200.0
1209,2048-2048,250431100.0,13044000.0
1192,2048-4096,633217900.0,52092000.0
1223,256-256,12958200.0,18064.642335766424
1197,256-1024,534266600.0,259054.01459854015
1224,256-2048,1008800.0,1018715.3284671532
1191,256-8192,670294900.0,16076905.109489052
1218,256-8192,129109100.0,16076905.109489052
1221,512-256,70087700.0,29671.675392670157
1205,4096-128,391307400.0,118402.44215938303
1210,4096-256,291645700.0,456702.44215938303
1198,4096-512,534027100.0,1794325.1928020567
1206,4096-512,373440100.0,1794325.1928020567
1212,4096-512,254896200.0,1794325.1928020567
1219,4096-512,115184400.0,1794325.1928020567
1207,4096-1024,362008300.0,7112075.835475579
1222,4096-2048,83420500.0,28328084.832904886
1225,1024-1024,25762900.0,1345724.1379310344
1226,512-2048,8524900.0,1765774.8691099477
1215,4096-4096,342717500.0,113043766.06683806
967,4096-8192,5649392800.0,451714652.95629823
1242,256-128,141565200.0,5276.14598540146
1229,256-512,401670600.0,66999.70802919708
1234,256-512,301626900.0,66999.70802919708
1237,256-2048,242578700.0,1018715.3284671532
1228,512-128,423630500.0,8081.408376963351
1236,512-256,263608400.0,29671.675392670157
1245,512-1024,84024800.0,446058.6387434555
1231,512-2048,365396300.0,1765774.8691099477
1232,512-2048,345417900.0,1765774.8691099477
1246,512-8192,92077500.0,28052670.157068063
1243,2048-128,153131100.0,53532.0
1233,2048-512,353900500.0,822960.0
1244,2048-1024,136402300.0,3271200.0
1203,2048-8192,1162929500.0,208200000.0
1230,2048-8192,624646000.0,208200000.0
1255,1024-256,125175900.0,86862.75862068965
1259,1024-256,45175900.0,86862.75862068965
1240,1024-512,425942500.0,340165.5172413793
1248,1024-1024,267035000.0,1345724.1379310344
1249,1024-1024,247035000.0,1345724.1379310344
1238,1024-2048,471297900.0,5355379.310344827
1241,1024-4096,428406800.0,21371724.137931034
1265,1024-128,0.0,22852.41379310345
1264,1024-2048,25255400.0,5355379.310344827
1260,1024-8192,111877600.0,85355862.06896552
1235,4096-128,613509400.0,118402.44215938303
1239,4096-256,533847700.0,456702.44215938303
1251,4096-512,294790500.0,1794325.1928020567
1262,4096-2048,101656900.0,28328084.832904886
1227,4096-4096,888391300.0,113043766.06683806
1261,2048-512,209657300.0,822960.0
1263,2048-1024,172001000.0,3271200.0
1247,2048-8192,698370600.0,208200000.0
1272,1024-256,197727700.0,86862.75862068965
1269,1024-1024,259929600.0,1345724.1379310344
1266,1024-2048,324011200.0,5355379.310344827
1279,2048-256,64204700.0,208440.0
1282,2048-512,4811600.0,822960.0
1274,2048-1024,167475900.0,3271200.0
1270,256-2048,250437700.0,1018715.3284671532
1250,256-4096,654156500.0,4035970.802919708
1268,256-4096,293454900.0,4035970.802919708
1278,256-4096,92511900.0,4035970.802919708
1280,256-4096,53530700.0,4035970.802919708
1254,512-2048,577513000.0,1765774.8691099477
1257,512-2048,517513000.0,1765774.8691099477
1273,512-2048,196296500.0,1765774.8691099477
1253,512-4096,604541300.0,7028298.4293193715
1258,512-4096,504541300.0,7028298.4293193715
1267,512-4096,324339800.0,7028298.4293193715
1283,1024-1024,5663000.0,1345724.1379310344
1277,4096-512,128465000.0,1794325.1928020567
1271,4096-2048,275941700.0,28328084.832904886
1276,4096-2048,176793100.0,28328084.832904886
1284,1024-512,18057300.0,340165.5172413793
1285,512-256,19700.0,29671.675392670157
1281,512-4096,86161600.0,7028298.4293193715
1252,512-8192,688402500.0,28052670.157068063
1286,1024-1024,9439200.0,1345724.1379310344
1256,4096-4096,724792100.0,113043766.06683806
1275,4096-4096,343575600.0,113043766.06683806
1289,512-128,63940800.0,8081.408376963351
1287,512-512,104046500.0,113754.03141361257
1290,512-1024,44378800.0,446058.6387434555
1288,256-256,85396900.0,18064.642335766424
1291,256-2048,26397600.0,1018715.3284671532
1292,256-2048,6397600.0,1018715.3284671532
1030,4096-8192,5708719000.0,451714652.95629823
1045,4096-8192,5407610000.0,451714652.95629823
1306,256-256,179621700.0,18064.642335766424
1307,256-256,159621700.0,18064.642335766424
1304,256-512,219670600.0,66999.70802919708
1297,256-1024,359862700.0,259054.01459854015
1302,256-1024,259880800.0,259054.01459854015
1315,256-512,66000.0,66999.70802919708
1298,256-2048,340640500.0,1018715.3284671532
1305,512-512,201754300.0,113754.03141361257
1310,512-512,101754300.0,113754.03141361257
1299,512-1024,322086600.0,446058.6387434555
1300,512-2048,303520100.0,1765774.8691099477
1303,512-2048,243520100.0,1765774.8691099477
1293,512-4096,449114900.0,7028298.4293193715
1296,4096-128,390233400.0,118402.44215938303
1308,4096-128,150233400.0,118402.44215938303
1312,4096-256,70690200.0,456702.44215938303
1314,4096-2048,58561500.0,28328084.832904886
1050,4096-8192,5771411300.0,451714652.95629823
1318,512-256,402762100.0,29671.675392670157
1338,512-512,2846200.0,113754.03141361257
1329,512-1024,183178500.0,446058.6387434555
1319,512-4096,389790400.0,7028298.4293193715
1325,512-8192,290898900.0,28052670.157068063
1316,256-512,472637200.0,66999.70802919708
1336,256-512,71965900.0,66999.70802919708
1332,256-2048,152917700.0,1018715.3284671532
1322,256-4096,355934900.0,4035970.802919708
1301,2048-256,777815900.0,208440.0
1334,2048-256,117143400.0,208440.0
1335,2048-256,97351900.0,208440.0
1330,2048-512,197966400.0,822960.0
1317,2048-2048,470395900.0,13044000.0
1326,2048-2048,291010400.0,13044000.0
1311,1024-512,593023100.0,340165.5172413793
1323,1024-1024,353356200.0,1345724.1379310344
